cod_insersao;descricao_kit;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;envio;frequencia;usuario;info_produto;tipo_material;classificacao_produto;personalizacao
82101010101;SAE ALUNO INF 1 ANO SAE 1O VOL;82101010101;PG25LA116SD00;25 LV ALUNO INF 1 ANO 1O VOL SAE;INF;INF I;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;SAE
82101010101;SAE ALUNO INF 1 ANO SAE 1O VOL;82101010101;PG22MA115SD00;22 BOLSA ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;SAE
82101010101;SAE ALUNO INF 1 ANO SAE 1O VOL;82101010101;PG25SA115SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;SAE
82101010101;SAE ALUNO INF 1 ANO SAE 1O VOL;82101010101;PG25TA115SD00;25 TRILHA DE MEMORIAS ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;SAE
82101010101;SAE ALUNO INF 1 ANO SAE 1O VOL;82101010101;PG22BA115SD00;22 DATAS COMEMORATIVAS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;SAE
82101010201;CELLULA MATER ALUNO INF 1 ANO 1O VOL;82101010201;PG25LA116ZU00;25 LV ALUNO INF 1 ANO 1O VOL CELLULA MATER;INF;INF I;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
82101010201;CELLULA MATER ALUNO INF 1 ANO 1O VOL;82101010201;PG22MA115SD00;22 BOLSA ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;CELLULA MATER
82101010201;CELLULA MATER ALUNO INF 1 ANO 1O VOL;82101010201;PG25SA115SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;CELLULA MATER
82101010201;CELLULA MATER ALUNO INF 1 ANO 1O VOL;82101010201;PG25TA115SD00;25 TRILHA DE MEMORIAS ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;CELLULA MATER
82101010201;CELLULA MATER ALUNO INF 1 ANO 1O VOL;82101010201;PG22BA115SD00;22 DATAS COMEMORATIVAS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;CELLULA MATER
82101010301;REDE VIVO ALUNO INF 1 ANO 1O VOL;82101010301;PG25LA116RV00;25 LV ALUNO INF 1 ANO 1O VOL REDE VIVO;INF;INF I;Volume 01;V1;Semestral;Aluno;Integrado;livro;Livro;REDE VIVO
82101010301;REDE VIVO ALUNO INF 1 ANO 1O VOL;82101010301;PG22MA115SD00;22 BOLSA ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;REDE VIVO
82101010301;REDE VIVO ALUNO INF 1 ANO 1O VOL;82101010301;PG25SA115SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;REDE VIVO
82101010301;REDE VIVO ALUNO INF 1 ANO 1O VOL;82101010301;PG25TA115SD00;25 TRILHA DE MEMORIAS ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;REDE VIVO
82101010301;REDE VIVO ALUNO INF 1 ANO 1O VOL;82101010301;PG22BA115SD00;22 DATAS COMEMORATIVAS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;REDE VIVO
82101010401;SECULO ALUNO INF 1 ANO 1O VOL;82101010401;PG25LA116SE00;25 LV ALUNO INF 1 ANO 1O VOL SECULO;INF;INF I;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;SECULO
82101010401;SECULO ALUNO INF 1 ANO 1O VOL;82101010401;PG22MA115SD00;22 BOLSA ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;SECULO
82101010401;SECULO ALUNO INF 1 ANO 1O VOL;82101010401;PG25SA115SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;SECULO
82101010401;SECULO ALUNO INF 1 ANO 1O VOL;82101010401;PG25TA115SD00;25 TRILHA DE MEMORIAS ALUNO INF 1 ANO ANUAL SAE;INF;INF I;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;SECULO
82101010401;SECULO ALUNO INF 1 ANO 1O VOL;82101010401;PG22BA115SD00;22 DATAS COMEMORATIVAS ALUNO INF 1 ANO ANUAL;INF;INF I;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;SECULO
PG22LA115SDI0;22 LV ALUNO INF 1 ANO ANUAL SAE INGLES;;PG22LA115SDI0;22 LV ALUNO INF 1 ANO ANUAL SAE INGLES;INF;INF I;Volume único;V1;Anual;Aluno;Língua Inglesa;Livro;Livro;SAE
82101020101;SAE ALUNO INF 2 ANOS SAE 1O VOL;82101020101;PG25LA126SD00;25 LV ALUNO INF 2 ANOS 1O VOL SAE;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;SAE
82101020101;SAE ALUNO INF 2 ANOS SAE 1O VOL;82101020101;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;SAE
82101020101;SAE ALUNO INF 2 ANOS SAE 1O VOL;82101020101;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;SAE
82101020101;SAE ALUNO INF 2 ANOS SAE 1O VOL;82101020101;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;SAE
82101020101;SAE ALUNO INF 2 ANOS SAE 1O VOL;82101020101;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;SAE
82101020201;CELLULA MATER ALUNO INF 2 ANOS CELLULA MATER 1O VOL;82101020201;PG25LA126ZU00;25 LV ALUNO INF 2 ANOS 1O VOL CELLULA MATER;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
82101020201;CELLULA MATER ALUNO INF 2 ANOS CELLULA MATER 1O VOL;82101020201;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;CELLULA MATER
82101020201;CELLULA MATER ALUNO INF 2 ANOS CELLULA MATER 1O VOL;82101020201;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;CELLULA MATER
82101020201;CELLULA MATER ALUNO INF 2 ANOS CELLULA MATER 1O VOL;82101020201;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;CELLULA MATER
82101020201;CELLULA MATER ALUNO INF 2 ANOS CELLULA MATER 1O VOL;82101020201;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;CELLULA MATER
82101020301;GABARITO MG ALUNO INF 2 ANOS GABARITO MG 1O VOL;82101020301;PG25LA126GA00;25 LV ALUNO INF 2 ANOS 1O VOL GABARITO MG;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;GABARITO MG
82101020301;GABARITO MG ALUNO INF 2 ANOS GABARITO MG 1O VOL;82101020301;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;GABARITO MG
82101020301;GABARITO MG ALUNO INF 2 ANOS GABARITO MG 1O VOL;82101020301;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;GABARITO MG
82101020301;GABARITO MG ALUNO INF 2 ANOS GABARITO MG 1O VOL;82101020301;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;GABARITO MG
82101020301;GABARITO MG ALUNO INF 2 ANOS GABARITO MG 1O VOL;82101020301;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;GABARITO MG
82101020701;MAXX JUNIOR ALUNO INF 2 ANOS MAXX JUNIOR 1O VOL;82101020701;PG25LA126MJ00;25 LV ALUNO INF 2 ANOS 1O VOL MAXX JUNIOR;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;MAXX JUNIOR
82101020701;MAXX JUNIOR ALUNO INF 2 ANOS MAXX JUNIOR 1O VOL;82101020701;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;MAXX JUNIOR
82101020701;MAXX JUNIOR ALUNO INF 2 ANOS MAXX JUNIOR 1O VOL;82101020701;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;MAXX JUNIOR
82101020701;MAXX JUNIOR ALUNO INF 2 ANOS MAXX JUNIOR 1O VOL;82101020701;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;MAXX JUNIOR
82101020701;MAXX JUNIOR ALUNO INF 2 ANOS MAXX JUNIOR 1O VOL;82101020701;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;MAXX JUNIOR
82101020801;MELLO DANTE ALUNO INF 2 ANOS MELLO DANTE;82101020801;PG25LA126ZA00;25 LV ALUNO INF 2 ANOS 1O VOL MELLO DANTE;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;livro;Livro;MELLO DANTE
82101020801;MELLO DANTE ALUNO INF 2 ANOS MELLO DANTE;82101020801;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;MELLO DANTE
82101020801;MELLO DANTE ALUNO INF 2 ANOS MELLO DANTE;82101020801;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Elementos montaveis;Não editorial;MELLO DANTE
82101020801;MELLO DANTE ALUNO INF 2 ANOS MELLO DANTE;82101020801;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Trilha de memórias;Não editorial;MELLO DANTE
82101020801;MELLO DANTE ALUNO INF 2 ANOS MELLO DANTE;82101020801;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Datas comemorativas;Não editorial;MELLO DANTE
82101020901;REDE VIVO ALUNO INF 2 ANOS REDE VIVO 1O VOL;82101020901;PG25LA126RV00;25 LV ALUNO INF 2 ANOS 1O VOL REDE VIVO;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;livro;Livro;REDE VIVO
82101020901;REDE VIVO ALUNO INF 2 ANOS REDE VIVO 1O VOL;82101020901;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;REDE VIVO
82101020901;REDE VIVO ALUNO INF 2 ANOS REDE VIVO 1O VOL;82101020901;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;REDE VIVO
82101020901;REDE VIVO ALUNO INF 2 ANOS REDE VIVO 1O VOL;82101020901;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;REDE VIVO
82101020901;REDE VIVO ALUNO INF 2 ANOS REDE VIVO 1O VOL;82101020901;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;REDE VIVO
82101021001;SECULO ALUNO INF 2 ANOS SECULO 1O VOL;82101021001;PG25LA126SE00;25 LV ALUNO INF 2 ANOS 1O VOL SECULO;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;SECULO
82101021001;SECULO ALUNO INF 2 ANOS SECULO 1O VOL;82101021001;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;SECULO
82101021001;SECULO ALUNO INF 2 ANOS SECULO 1O VOL;82101021001;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;SECULO
82101021001;SECULO ALUNO INF 2 ANOS SECULO 1O VOL;82101021001;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;SECULO
82101021001;SECULO ALUNO INF 2 ANOS SECULO 1O VOL;82101021001;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;SECULO
82101021101;STATUS ALUNO INF 2 ANOS STATUS 1O VOL;82101021101;PG25LA126ST00;25 LV ALUNO INF 2 ANOS 1O VOL STATUS;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;STATUS
82101021101;STATUS ALUNO INF 2 ANOS STATUS 1O VOL;82101021101;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;STATUS
82101021101;STATUS ALUNO INF 2 ANOS STATUS 1O VOL;82101021101;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;STATUS
82101021101;STATUS ALUNO INF 2 ANOS STATUS 1O VOL;82101021101;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;STATUS
82101021101;STATUS ALUNO INF 2 ANOS STATUS 1O VOL;82101021101;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;STATUS
82101021301;PET CURSOS ALUNO INF 2 ANOS PET CURSOS 1O VOL;82101021301;PG25LA126PT00;25 LV ALUNO INF 2 ANOS 1O VOL PET CURSOS;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;PET CURSOS
82101021301;PET CURSOS ALUNO INF 2 ANOS PET CURSOS 1O VOL;82101021301;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;PET CURSOS
82101021301;PET CURSOS ALUNO INF 2 ANOS PET CURSOS 1O VOL;82101021301;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;PET CURSOS
82101021301;PET CURSOS ALUNO INF 2 ANOS PET CURSOS 1O VOL;82101021301;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;PET CURSOS
82101021301;PET CURSOS ALUNO INF 2 ANOS PET CURSOS 1O VOL;82101021301;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;PET CURSOS
82101021401;ELO ALUNO INF 2 ANOS ELO 1O VOL;82101021401;PG25LA126EE00;25 LV ALUNO INF 2 ANOS 1O VOL ELO;INF;INF II;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;ELO
82101021401;ELO ALUNO INF 2 ANOS ELO 1O VOL;82101021401;PG22MA125SD00;22 BOLSA ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;ELO
82101021401;ELO ALUNO INF 2 ANOS ELO 1O VOL;82101021401;PG25SA125SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;ELO
82101021401;ELO ALUNO INF 2 ANOS ELO 1O VOL;82101021401;PG25TA125SD00;25 TRILHA DE MEMORIAS ALUNO INF 2 ANOS ANUAL SAE;INF;INF II;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;ELO
82101021401;ELO ALUNO INF 2 ANOS ELO 1O VOL;82101021401;PG22BA125SD00;22 DATAS COMEMORATIVAS ALUNO INF 2 ANOS ANUAL;INF;INF II;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;ELO
PG25LA125SDIA;25 LV ALUNO INF 2 ANOS ANUAL SAE INGLES AMPLIADO;;PG25LA125SDIA;25 LV ALUNO INF 2 ANOS ANUAL SAE INGLES AMPLIADO;INF;INF II;Volume único;V1;Anual;Ampliado;Língua Inglesa;Adaptação;Não editorial;SAE
PG22LA125SDI0;22 LV ALUNO INF 2 ANOS ANUAL SAE INGLES;;PG22LA125SDI0;22 LV ALUNO INF 2 ANOS ANUAL SAE INGLES;INF;INF II;Volume único;V1;Anual;Aluno;Língua Inglesa;Livro;Livro;SAE
82101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;82101030101;PG25LA136SD00;25 LV ALUNO INF 3 ANOS 1O VOL SAE;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;SAE
82101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;82101030101;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;SAE
82101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;82101030101;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;SAE
82101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;82101030101;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;SAE
82101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;82101030101;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;SAE
82101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;82101030201;PG25LA136ZU00;25 LV ALUNO INF 3 ANOS 1O VOL CELLULA MATER;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
82101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;82101030201;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;CELLULA MATER
82101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;82101030201;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;CELLULA MATER
82101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;82101030201;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;CELLULA MATER
82101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;82101030201;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;CELLULA MATER
82101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;82101030401;PG25LA136FL00;25 LV ALUNO INF 3 ANOS 1O VOL FILOMENA;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;FILOMENA
82101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;82101030401;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;FILOMENA
82101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;82101030401;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;FILOMENA
82101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;82101030401;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;FILOMENA
82101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;82101030401;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;FILOMENA
82101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;82101030501;PG25LA136GA00;25 LV ALUNO INF 3 ANOS 1O VOL GABARITO MG;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;GABARITO MG
82101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;82101030501;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;GABARITO MG
82101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;82101030501;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;GABARITO MG
82101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;82101030501;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;GABARITO MG
82101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;82101030501;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;GABARITO MG
82101030901;MAXX JUNIOR ALUNO INF 3 ANOS 1O VOL;82101030901;PG25LA136MJ00;25 LV ALUNO INF 3 ANOS 1O VOL MAXX JUNIOR;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;Livro;Livro;MAXX JUNIOR
82101030901;MAXX JUNIOR ALUNO INF 3 ANOS 1O VOL;82101030901;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;MAXX JUNIOR
82101030901;MAXX JUNIOR ALUNO INF 3 ANOS 1O VOL;82101030901;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;MAXX JUNIOR
82101030901;MAXX JUNIOR ALUNO INF 3 ANOS 1O VOL;82101030901;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;MAXX JUNIOR
82101030901;MAXX JUNIOR ALUNO INF 3 ANOS 1O VOL;82101030901;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Datas comemorativas;Datas comemorativas;Não editorial;MAXX JUNIOR
82101031001;MELLO DANTE ALUNO INF 3 ANOS 1O VOL;82101031001;PG25LA136ZA00;25 LV ALUNO INF 3 ANOS 1O VOL MELLO DANTE;INF;INF III;Volume 01;V1;Semestral;Aluno;Integrado;livro;Livro;MELLO DANTE
82101031001;MELLO DANTE ALUNO INF 3 ANOS 1O VOL;82101031001;PG22MA135SD00;22 BOLSA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume 01;V1;Anual;Aluno;Integrado;Sacola;Não gráficos;MELLO DANTE
82101031001;MELLO DANTE ALUNO INF 3 ANOS 1O VOL;82101031001;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;V1;Anual;Aluno;Cesta;Elementos montaveis;Não editorial;MELLO DANTE
82101031001;MELLO DANTE ALUNO INF 3 ANOS 1O VOL;82101031001;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;V1;Anual;Aluno;Trilha de memórias;Trilha de memórias;Não editorial;MELLO DANTE
